"","Subject","Activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyAccMag-mean()","tGravityAccMag-mean()","tBodyAccJerkMag-mean()","tBodyGyroMag-mean()","tBodyGyroJerkMag-mean()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyAccMag-mean()","fBodyBodyAccJerkMag-mean()","fBodyBodyGyroMag-mean()","fBodyBodyGyroJerkMag-mean()","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()"
"11",2,"WALKING_DOWNSTAIRS",-0.458597351382979,-0.883568059525532,-0.786321942829787,-0.622743062157447,-0.999161171702128,-0.613744265531915,-0.605306243085106,-0.621446747608511,-0.401657228808511,-0.99950984212766,-0.678841598957447,-0.328581680497872,-0.504682394097872,-0.26056629,-0.158862936617021,-0.616948431444681,-0.385882772557447,-0.402663626425532,-0.761734097361702,-0.0981154819361702,-0.547073804,-0.664822024361702,-0.380313132793617,-0.341290784468085,-0.44118502206383,-0.166729448446809,-0.580107455191489,-0.738703631340425,-0.396603896765957,-0.491466623489362,-0.788647332340425,-0.609360268042553,-0.469450679042553,-0.546037603070638,-0.618908294108511,-0.901110010042553,-0.382260431831915,-0.392055013659574,-0.764952806680851,-0.282738129,-0.61570245,-0.590173004574468,-0.647851620114894,-0.999302154255319,-0.662404240723404,-0.491343706787234,-0.527780041821277,-0.239821358635745,-0.334768618844681,-0.72679195087234,-0.464680820851064,-0.591359896276596,-0.203871014723404,-0.385296960689362,-0.775682269191489,-0.853213262425532,-0.129201484351064,-0.547786338489362,-0.601493375468085,-0.405157545096596,-0.717119063957447,-0.772266138521277,-0.68067281493617,-0.452556950468085,-0.521080189787234,-0.663334830138298
"12",2,"WALKING_UPSTAIRS",-0.357553444202083,-0.882033121666667,-0.832610533958333,-0.762677277291667,-0.930713561041667,-0.62661005874375,-0.55464557725,-0.477241241485417,-0.07890571485,-0.988406578958333,-0.686335513558333,-0.480434229416667,-0.335117336245833,-0.0866883688979167,-0.210509299854167,-0.480176820208333,-0.542705586704167,-0.474015576416667,-0.639746437537083,-0.169509807910417,-0.641106591659792,-0.998457574166667,-0.7165119256875,-0.3579903970625,-0.743292118854167,-0.658712990777083,-0.58795212108125,-0.999847099583333,-0.70436147325,-0.594019367145833,-0.728538829583333,-0.7333072453125,-0.337948182420833,-0.345127462622917,-0.320199978272708,-0.777412952083333,-0.5123952236875,-0.258654076602083,-0.368872283895833,-0.199277539156458,-0.480819612979167,-0.375803076854167,-0.679909111875,-0.831149631,-0.729915856583333,-0.332807372520833,-0.305530597645833,-0.0858072482916667,-0.471121745041667,-0.689472786479167,-0.593000320083333,-0.265976973777083,-0.499249213916667,-0.418326072625,-0.656064439125,-0.994548772083333,-0.222440395479167,-0.368697539333333,-0.862338169583333,-0.29236419636875,-0.6400185238125,-0.982492223125,-0.978436761875,-0.571064511041667,-0.57388340868125,-0.799497212375
"13",3,"LAYING",-0.648796638887097,-0.655601608903226,-0.599774292206452,-0.470724593843548,-0.372451028119355,-0.612246492217742,-0.527537401791936,-0.487551336209677,-0.647878279517742,-0.262652692658065,-0.20794939231129,-0.761954226903226,-0.953946760967742,-0.601493451596774,-0.582313639564516,-0.598190058354839,-0.473069512290323,-0.665041026725806,-0.593987794241935,-0.706794616580645,-0.927505195967742,-0.710839045846774,-0.451849560682258,-0.195496238935484,-0.03875955575,-0.434470368520968,-0.640904536979032,-0.510310491806452,-0.808554698225807,-0.800294845080645,-0.344084431830645,-0.443144073690323,-0.420950295548387,-0.414101427232258,-0.704559343811129,-0.606111635822581,-0.54963149933871,-0.637162128835484,-0.727021007919355,-0.390968199241935,-0.691130784741935,-0.258457227383871,-0.513472778096774,-0.532552352306452,-0.623319082772581,-0.622803775598387,-0.268026955774194,-0.323869127435484,-0.388284772983871,-0.397617356451613,-0.52652695416129,-0.455096746116452,-0.498236178983871,-0.623373274822581,-0.342618684470968,-0.163764645096774,-0.628759636229032,-0.622136800540323,-0.807219878430645,-0.897293271790323,-0.371740011935484,-0.392101649737742,-0.234854397364516,-0.108617149367742,-0.267781510609677,-0.416608892977419
"14",3,"SITTING",-0.677117272192308,-0.524571384948077,-0.571108306,-0.559773574592308,-0.37751518625,-0.430391257346154,-0.256058388569615,-0.274840173513269,-0.665117377069231,-0.160601666634615,-0.393541131805769,-0.644481982346154,-0.814636719423077,-0.810866073846154,-0.563683245634615,-0.630145109769231,-0.582299698423077,-0.826256185576923,-0.581087730442308,-0.481319964980769,-0.999734069423077,-0.547045892675192,-0.616916195192308,-0.444576707173077,-0.263783156796154,-0.426445996484615,-0.605567501346154,-0.620778071988269,-0.830991719230769,-0.381595757903846,-0.511733119,-0.380461121271154,-0.733568332076923,-0.4041733225175,-0.414109024257692,-0.4043327748,-0.342867012192308,-0.624676641057692,-0.772402376096154,-0.507982014173077,-0.674433211865385,-0.206914860442308,-0.551650563403846,-0.626605515288462,-0.637555053588462,-0.627867296876923,-0.330607149961538,-0.109303341294231,-0.421116647728846,-0.197043363323077,-0.834306241153846,-0.617934044461538,-0.769212394423077,-0.634194083384615,-0.536357591038462,-0.311892223048077,-0.586864952819231,-0.71216389925,-0.813423318865385,-0.84737163025,-0.553211724615385,-0.454353551038462,-0.419609089975,-0.273724382094231,-0.121436376216731,-0.512426544980769
"15",3,"STANDING",-0.744831145196721,-0.561080846,-0.735643968098361,-0.697458643085246,-0.476369783872131,-0.389698237177377,-0.354495592344262,-0.442766256819672,-0.66201355952459,-0.320389800095082,-0.240652253819672,-0.432032045245902,-0.733150523918033,-0.953504384459016,-0.700902074277049,-0.676724287832459,-0.257029972688525,-0.846865323573771,-0.610892936737705,-0.462261586496721,-0.713563178491803,-0.886284379016393,-0.696588057032787,-0.386674816459016,-0.176918911639344,-0.316220855293443,-0.517704828125082,-0.484414262663934,-0.574071916344262,-0.466047925768852,-0.372912557491803,-0.231252180393443,-0.774683867295082,-0.486780808606557,-0.376049850557377,-0.475328630934426,-0.336563888186885,-0.621389701229508,-0.694226258918033,-0.329765517819672,-0.342136441098361,-0.47244893795082,-0.79582831652459,-0.651280866967213,-0.557567552754098,-0.567150568704918,-0.369656778672131,-0.196494778306557,-0.345275635999344,-0.170856399352459,-0.612373521098361,-0.657397037190164,-0.66006118804918,-0.479809431586066,-0.529732702737705,-0.0918523374901639,-0.437933798877049,-0.644161897786885,-0.553054363967213,-0.801925790163934,-0.846383698737705,-0.418821700327869,-0.677242519606557,-0.184331081295082,-0.346915997482787,-0.410563815344262
"16",3,"WALKING",-0.464679692793103,-0.579675744448276,-0.28055227587931,-0.381913800551724,-0.329303463732759,-0.496600051841379,-0.34472996387931,-0.568233891362069,-0.767780932596552,-0.257382668431034,-0.563393943327586,-0.534311926034483,-0.865849822706897,-0.597875491241379,-0.650922254881207,-0.579004371951724,-0.512538084137931,-0.998662133103448,-0.609321412568966,-0.722060027034483,-0.629009534841379,-0.647892475413793,-0.62875559877069,-0.231069170103448,-0.122905456603448,-0.476603368431034,-0.615102093672414,-0.731481865,-0.808671635018966,-0.695354645862069,-0.303119393948276,-0.201189772844828,-0.514502846944828,-0.366496522551724,-0.484855589603448,-0.500297375258621,-0.475973525860345,-0.764934193586207,-0.849835760827586,-0.667983068103448,-0.374027485562069,-0.338013480351724,-0.478528173224138,-0.677770546862069,-0.524120744,-0.6003591275,-0.107546583677586,-0.224547785139655,-0.310439769993965,-0.382243970591379,-0.435816124672414,-0.293009096896552,-0.850561035758621,-0.457381973775862,-0.435791985396552,-0.202805467846552,-0.687226419741379,-0.772789645931034,-0.723891212568965,-0.911798320689655,-0.543754190655172,-0.343581629034483,-0.308636016586207,-0.0323153952344828,-0.404846268701724,-0.347927383310345
"17",3,"WALKING_DOWNSTAIRS",-0.727780036406122,-0.550278791673469,-0.182517441102041,-0.256572349028367,-0.592157863542857,-0.628798542367347,-0.604195155102041,-0.402763778540816,-0.781107351632653,-0.187073532046939,-0.641314254489796,-0.470676517408163,-0.574499989897959,-0.579917750508163,-0.582858888061225,-0.604309128968776,-0.710432745193878,-0.880372452183673,-0.365912128571429,-0.497910378816327,-0.780961093018367,-0.38566790562449,-0.665530887755102,-0.0191127358477551,-0.178196662579592,-0.680932015306122,-0.505905272330612,-0.752013009714286,-0.939638592653061,-0.446280162877551,-0.0970719507142857,-0.467390065126531,-0.376568084326531,-0.737674452534694,-0.540904590818367,-0.582213599530612,-0.501133636244898,-0.757337613489796,-0.953752844571429,-0.760355658571429,-0.393958245044898,-0.357148281146939,-0.496822493061225,-0.570223601110204,-0.542802346346939,-0.507941816420408,-0.368889263489796,-0.169995667373469,-0.227142717489796,-0.239550754632653,-0.469401349204082,-0.520247945204082,-0.818808708469388,-0.308500903979592,-0.510946900255102,-0.49181218244898,-0.552874203106122,-0.82171961244898,-0.971744498367347,-0.726482019326531,-0.409529254457143,-0.491492956285714,-0.316347630020408,-0.157133477306122,-0.203168911122449,-0.468911942
"18",3,"WALKING_UPSTAIRS",-0.594392927898305,-0.492422724962712,-0.281670223694915,-0.445509438949153,-0.377820891101695,-0.664721626471186,-0.596010845271186,-0.621476480981356,-0.815045391525424,-0.438058097101695,-0.263813183949153,-0.542491486881356,-0.761011426305085,-0.582808643059322,-0.713415163559322,-0.719888692830508,-0.6779557,-0.727388972050847,-0.336869395559322,-0.79617669661017,-0.603704885707288,-0.722338941355932,-0.508023680813559,-0.141548899559322,-0.114471647125424,-0.580846433983051,-0.824112760338983,-0.601742991983051,-0.961855899152542,-0.472093120118644,-0.0791193167915254,-0.483258885189831,-0.417680655264407,-0.427445907271186,-0.650786881711864,-0.643780655813559,-0.549863931015254,-0.729326121389831,-0.851466303288136,-0.439928957694915,-0.480789292154237,-0.467549896050847,-0.515038070661017,-0.624630698813559,-0.263477264784746,-0.297410841474576,-0.203269240947458,-0.396333423625424,-0.0661120879135593,-0.326752097576271,-0.419717401525424,-0.453120657166102,-0.648296885457627,-0.419251569338983,-0.515907225254237,-0.465123497983051,-0.778485248054237,-0.731928154710169,-0.922598431949153,-0.695096125745763,-0.415153123559322,-0.310859157940169,-0.361435659627119,-0.145835850345763,-0.510210177898305,-0.357382402
"19",4,"LAYING",-0.690309235555556,-0.558546375166667,-0.562149591833333,-0.545808840685185,-0.328477205309259,-0.587769185240741,-0.292920751925926,-0.257096046462963,-0.485800672,-0.384492272403704,-0.55601786487037,-0.737829003944444,-0.173107580259259,-0.41943822242863,-0.392981926666667,-0.4509461135,-0.999666676296296,-0.533270443474074,-0.448693821722222,-0.395117537944444,-0.734939263814815,-0.395125999772222,-0.561637018553704,-0.395861355166667,-0.173603234498148,-0.229987724685185,-0.787336852833333,-0.319243109098333,-0.479208519181481,-0.7677002185,-0.241054892148148,-0.740843205222222,-0.994715173148148,-0.773000154637037,-0.702318262037037,-0.595230436592593,-0.845546314444445,-0.367217817518519,-0.0470424194907407,-0.444563375962963,-0.325696860537037,-0.297749668153704,-0.505993504403704,-0.243335029696296,-0.696729223462963,-0.205075693555556,-0.105377922942593,-0.338474921814815,-0.742090326614815,-0.537604549411111,-0.120599511166667,-0.810636678703704,-0.49340572162963,-0.867275206111111,-0.687572564796296,-0.309103589981481,-0.182613790881481,-0.468695395481481,-0.233455286407407,-0.862919502037037,-0.753371943833333,-0.399703567631852,-0.412619656285185,-0.45975063412963,-0.926677732777778,-0.692998265990741
"20",4,"SITTING",-0.88228513418,-0.661953445408,-0.49006340548,-0.7670350952,-0.411668651127,-0.679464257808,-0.515320819098,-0.22143858792,-0.19862331332,-0.34577419244,-0.629666454422,-0.81875539142,-0.17270439997146,-0.21559589366076,-0.52068408176,-0.2973274974,-0.69554023176,-0.27770732653,-0.129101576306,-0.322424158744,-0.701449951,-0.68814783458,-0.55313818462,-0.37552015794,-0.22846737181,-0.087618811092,-0.64880434546,-0.6045615301,-0.4614423233042,-0.70213139196,-0.28205645402,-0.54360854496,-0.8327329733,-0.624504696088,-0.84709922854,-0.764894230562,-0.87471567144,-0.4100016469,-0.199743242178,-0.48722048944,-0.62073817034,-0.27414209484,-0.66741225862,-0.40918104956,-0.557702634492,-0.472682841336,-0.21403283292,-0.14701573588,-0.87494414402,-0.6372874045,-0.080698538466,-0.54456666572,-0.360009378758,-0.8404655649,-0.793211006532,-0.52095808322,-0.51300883358,-0.54593816376,-0.33609016389,-0.80266423466,-0.6837359619,-0.556406936194,-0.53866607818,-0.26543496138,-0.78386439144,-0.44777947796
